,timestamp,h,prediction,actual
312,2019-12-24 16:02:59,t+2,17.789401823198194,16.64
313,2019-12-24 16:33:04,t+2,16.838027144024164,15.68
314,2019-12-24 17:03:08,t+2,17.071917218053105,14.759999999999998
315,2019-12-24 17:33:12,t+2,16.17409062488871,14.07
316,2019-12-24 18:03:16,t+2,14.75858927403493,13.98
317,2019-12-24 18:33:20,t+2,13.621555700531719,12.99
318,2019-12-24 19:03:24,t+2,13.662597806419816,12.42
319,2019-12-24 19:33:29,t+2,14.470401739135017,12.58
320,2019-12-24 20:03:33,t+2,12.822480901844745,11.429999999999998
321,2019-12-24 20:33:37,t+2,12.204724217456034,11.25
322,2019-12-24 21:03:41,t+2,12.96774459718955,10.79
323,2019-12-24 21:33:46,t+2,10.9456670007868,10.71
324,2019-12-24 22:03:53,t+2,10.5756045886633,10.27
325,2019-12-24 22:33:57,t+2,10.472919734852285,9.84
326,2019-12-24 23:04:01,t+2,10.707206305582206,9.659999999999998
327,2019-12-24 23:34:06,t+2,9.879566908875105,9.33
328,2019-12-25 00:04:10,t+2,9.491618539242669,9.53
329,2019-12-25 00:34:15,t+2,9.298306761869647,9.410000000000002
330,2019-12-25 01:04:19,t+2,9.435392690484848,9.010000000000002
331,2019-12-25 01:34:23,t+2,9.716215988760858,8.9
332,2019-12-25 02:04:27,t+2,9.133849795659337,8.81
333,2019-12-25 02:34:31,t+2,8.618024137428174,8.68
334,2019-12-25 03:04:36,t+2,8.49384460969235,9.059999999999999
335,2019-12-25 03:34:40,t+2,8.446935221151952,8.96
336,2019-12-25 04:04:44,t+2,8.650083949433899,9.02
337,2019-12-25 04:34:48,t+2,9.21047537933936,9.5
338,2019-12-25 05:04:52,t+2,9.071216746891984,9.48
339,2019-12-25 05:34:56,t+2,9.13714961550651,9.12
340,2019-12-25 06:05:00,t+2,9.731791714680652,9.12
341,2019-12-25 06:35:04,t+2,9.583058351127374,9.610000000000001
342,2019-12-25 07:05:09,t+2,9.179262771351295,10.28
343,2019-12-25 07:35:13,t+2,8.932037872134627,10.569999999999999
344,2019-12-25 08:05:17,t+2,9.438226027524381,11.15
345,2019-12-25 08:35:21,t+2,11.073847263974026,11.72
346,2019-12-25 09:05:25,t+2,11.682827424206952,12.66
347,2019-12-25 09:35:29,t+2,12.327423043540815,13.68
348,2019-12-25 10:05:33,t+2,13.104079915789892,14.83
349,2019-12-25 10:35:37,t+2,14.186696035301537,15.79
350,2019-12-25 11:05:41,t+2,14.768728527415098,15.55
351,2019-12-25 11:35:46,t+2,15.80462904941304,15.66
352,2019-12-25 12:05:50,t+2,16.73849282057033,16.01
353,2019-12-25 12:35:54,t+2,16.003096067989354,16.45
354,2019-12-25 13:05:59,t+2,16.186894376787542,17.13
355,2019-12-25 13:36:03,t+2,16.523989509481158,17.13
356,2019-12-25 14:06:07,t+2,16.75249238384079,17.83
357,2019-12-25 14:36:11,t+2,17.13688321424734,17.34
358,2019-12-25 15:06:15,t+2,16.5803363030589,17.1
359,2019-12-25 15:36:20,t+2,17.609991447940267,16.33
360,2019-12-25 16:06:24,t+2,16.630764769320226,15.380000000000003
361,2019-12-25 16:36:28,t+2,15.92235100158752,14.18
362,2019-12-25 17:06:35,t+2,14.721943012981928,13.08
363,2019-12-25 17:36:40,t+2,14.139605007405,12.82
364,2019-12-25 18:06:44,t+2,13.139580744257103,12.02
365,2019-12-25 18:36:48,t+2,12.405718222032254,11.88
366,2019-12-25 19:06:52,t+2,12.349930111575494,11.81
367,2019-12-25 19:36:56,t+2,11.496055169770433,11.73
368,2019-12-25 20:07:00,t+2,11.982679947028599,12.209999999999999
369,2019-12-25 20:35:43,t+2,11.334712584133436,12.88
370,2019-12-25 21:07:08,t+2,11.274732679114724,12.38
371,2019-12-25 21:37:12,t+2,12.521204791642639,12.76
372,2019-12-25 22:07:16,t+2,12.832375495923653,10.6
373,2019-12-25 22:37:20,t+2,12.247650008421884,11.1
374,2019-12-25 23:07:28,t+2,12.895111797519862,12.39
375,2019-12-25 23:37:32,t+2,9.517399231278732,12.14
376,2019-12-26 00:07:36,t+2,10.821290041996237,11.53
377,2019-12-26 00:37:40,t+2,12.736616446515459,11.36
378,2019-12-26 01:07:44,t+2,12.429854449976242,11.5
379,2019-12-26 01:37:48,t+2,11.304835120136797,11.29
380,2019-12-26 02:07:52,t+2,10.830564206686644,12.87
381,2019-12-26 02:37:56,t+2,11.309598089143716,15.070000000000002
382,2019-12-26 03:08:00,t+2,10.987880440803611,14.629999999999999
383,2019-12-26 03:38:05,t+2,13.255542951284214,14.53
384,2019-12-26 04:08:09,t+2,16.032910657374803,14.14
385,2019-12-26 04:38:13,t+2,14.902106039365348,14.319999999999999
386,2019-12-26 05:08:17,t+2,15.011291068555186,14.19
387,2019-12-26 05:38:21,t+2,14.19786263145485,13.74
388,2019-12-26 06:08:25,t+2,14.105037117531362,13.57
389,2019-12-26 06:38:29,t+2,13.936984847624624,13.1
390,2019-12-26 07:08:34,t+2,14.034388358117797,13.29
391,2019-12-26 07:38:37,t+2,14.006791857676905,13.39
392,2019-12-26 08:08:42,t+2,12.817760475015389,13.8
393,2019-12-26 08:38:47,t+2,13.8775385162723,14.02
394,2019-12-26 09:08:54,t+2,14.627672271311196,14.28
395,2019-12-26 09:38:58,t+2,15.30850301293809,14.56
396,2019-12-26 10:09:02,t+2,15.700101409586486,14.83
397,2019-12-26 10:39:06,t+2,15.940466701918801,14.46
398,2019-12-26 11:09:10,t+2,15.817100066396112,14.37
399,2019-12-26 11:39:15,t+2,15.113425932381011,14.39
400,2019-12-26 12:09:19,t+2,14.259449879505514,14.470000000000002
401,2019-12-26 12:39:23,t+2,14.759142919286063,14.470000000000002
402,2019-12-26 13:09:27,t+2,14.774162001057965,14.660000000000002
403,2019-12-26 13:39:31,t+2,14.97952689942536,15.130000000000003
404,2019-12-26 14:09:37,t+2,14.811917205305793,14.96
405,2019-12-26 14:39:44,t+2,14.504126918296484,14.4
